bilmerke;alder;Registrerte personbiler 2019;Registrerte varebiler 2019
Westfield;8 - 11 år;1;0
Westfield;12 - 15 år;0;0
Westfield;16 - 20 år;2;0
Westfield;Over 20 år;3;0
White;Under 4 år;0;0
White;4 - 7 år;0;0
White;8 - 11 år;0;0
White;12 - 15 år;0;0
White;16 - 20 år;0;0
White;Over 20 år;1;0
Wilk;Under 4 år;0;0
Wilk;4 - 7 år;0;0
Wilk;8 - 11 år;0;0
Wilk;12 - 15 år;0;0
Wilk;16 - 20 år;0;0
Wilk;Over 20 år;0;0
Willys;Under 4 år;0;0
Willys;4 - 7 år;0;0
Willys;8 - 11 år;0;0
Willys;12 - 15 år;0;0
Willys;16 - 20 år;0;0
Willys;Over 20 år;851;282
Wolseley;Under 4 år;0;0
Wolseley;4 - 7 år;0;0
Wolseley;8 - 11 år;0;0
Wolseley;12 - 15 år;0;0
Wolseley;16 - 20 år;0;0
Wolseley;Over 20 år;26;0
Zastava;Under 4 år;0;0
Zastava;4 - 7 år;0;0
Zastava;8 - 11 år;0;0
Zastava;12 - 15 år;0;0
Zastava;16 - 20 år;0;0
Zastava;Over 20 år;13;0
Zim;Under 4 år;0;0
Zim;4 - 7 år;0;0
Zim;8 - 11 år;0;0
Zim;12 - 15 år;0;0
Zim;16 - 20 år;0;0
Zim;Over 20 år;1;0
Zimmer;Under 4 år;0;0
Zimmer;4 - 7 år;0;0
Zimmer;8 - 11 år;0;0
Zimmer;12 - 15 år;0;0
Zimmer;16 - 20 år;0;0
Zimmer;Over 20 år;1;0
Andre merker;Under 4 år;0;9
Andre merker;4 - 7 år;4;12
Andre merker;8 - 11 år;21;39
Andre merker;12 - 15 år;48;267
Andre merker;16 - 20 år;360;108
Andre merker;Over 20 år;842;107
